statcode_21,num_votes_wijk_21,gm_code_21,RW_wijk_21,PVV_wijk_21
WK008511,6903,GM0085,0.21106765174561784,0.12733594089526293
WK008512,263,GM0085,0.2661596958174905,0.17870722433460076
WK008513,504,GM0085,0.20833333333333334,0.1111111111111111
WK008601,1068,GM0086,0.1797752808988764,0.10112359550561797
WK008602,2157,GM0086,0.14186369958275383,0.06954102920723226
WK008604,618,GM0086,0.1941747572815534,0.09546925566343042
WK008605,4120,GM0086,0.23907766990291263,0.125
WK008606,503,GM0086,0.18290258449304175,0.09542743538767395
WK008608,900,GM0086,0.20777777777777778,0.09
WK008609,716,GM0086,0.18016759776536312,0.08379888268156424
WK008611,992,GM0086,0.15725806451612903,0.06854838709677419
WK008613,497,GM0086,0.18108651911468812,0.10865191146881288
WK008614,593,GM0086,0.178752107925801,0.11973018549747048
WK008615,1002,GM0086,0.21357285429141717,0.0998003992015968
WK008616,2819,GM0086,0.1720468251152891,0.09223128769067045
WK008617,1089,GM0086,0.19008264462809918,0.10560146923783287
WK008800,904,GM0088,0.09292035398230089,0.05641592920353982
WK009000,23065,GM0090,0.221938001300672,0.11623672230652504
WK009001,6986,GM0090,0.20684225594045233,0.10249069567706842
WK009300,2075,GM0093,0.16481927710843375,0.09349397590361445
WK009301,1136,GM0093,0.13204225352112675,0.06866197183098592
WK009304,733,GM0093,0.14597544338335608,0.07639836289222374
WK009800,8821,GM0098,0.22072327400521483,0.14125382609681442
WK009801,395,GM0098,0.1569620253164557,0.07341772151898734
WK009802,272,GM0098,0.20588235294117646,0.07352941176470588
WK009803,833,GM0098,0.22569027611044418,0.1056422569027611
WK009805,301,GM0098,0.23588039867109634,0.14285714285714285
WK009807,815,GM0098,0.22208588957055214,0.10920245398773006
WK009808,694,GM0098,0.2334293948126801,0.14553314121037464
WK009809,276,GM0098,0.17391304347826086,0.07971014492753623
WK009810,2029,GM0098,0.28684080827994085,0.18334154756037457
WK009811,302,GM0098,0.1456953642384106,0.059602649006622516
WK009812,238,GM0098,0.23529411764705882,0.15546218487394958
WK009813,510,GM0098,0.2568627450980392,0.1607843137254902
WK009814,324,GM0098,0.19444444444444445,0.07407407407407407
WK009815,664,GM0098,0.2213855421686747,0.13102409638554216
WK010600,5220,GM0106,0.14655172413793102,0.08160919540229886
WK010601,1936,GM0106,0.2159090909090909,0.11570247933884298
WK010602,4205,GM0106,0.18668252080856124,0.1098692033293698
WK010603,4082,GM0106,0.18275355218030379,0.11121999020088193
WK010604,1684,GM0106,0.22268408551068883,0.12114014251781473
WK010605,2411,GM0106,0.14641227706345913,0.0717544587308171
WK010606,3342,GM0106,0.19838420107719928,0.10293237582286056
